origin_iban,dest_iban,origin_re,dest_re,amount,date,connection_type
LU632015382342854363,LU313015149585932680,PEER_2,PEER_3,130.98,2020-06-15,suspicious_to_suspicious
LU712015382342854363,LU583015149585932680,PEER_2,PEER_3,130.98,2020-06-15,suspicious_to_suspicious
LU712015382342854363,LU473015149585932680,PEER_2,PEER_3,130.98,2020-06-15,suspicious_to_suspicious
LU462016483666388610,LU432016401065784884,PEER_2,PEER_2,118.75,2020-06-15,suspicious_to_suspicious
LU912016483666388610,LU242016401065784884,PEER_2,PEER_2,118.75,2020-06-15,suspicious_to_suspicious
LU594014463490455502,LU173016193892485384,PEER_4,PEER_3,59.61,2020-06-15,suspicious_to_suspicious
LU654014463490455502,LU613016193892485384,PEER_4,PEER_3,59.61,2020-06-15,suspicious_to_suspicious
LU934014463490455502,LU793016193892485384,PEER_4,PEER_3,59.61,2020-06-15,suspicious_to_suspicious
LU662015382342854363,LU563015149585932680,PEER_2,PEER_3,24.57,2020-06-15,suspicious_to_suspicious
LU882015382342854363,LU903015149585932680,PEER_2,PEER_3,24.57,2020-06-15,suspicious_to_suspicious
LU252015382342854363,LU413015149585932680,PEER_2,PEER_3,24.57,2020-06-15,suspicious_to_suspicious
LU242016401065784884,LU282016483666388610,PEER_2,PEER_2,1775.58,2020-06-12,suspicious_to_suspicious
LU432016401065784884,LU572016483666388610,PEER_2,PEER_2,1775.58,2020-06-12,suspicious_to_suspicious
LU403015149585932680,LU612015382342854363,PEER_3,PEER_2,846.1,2020-06-12,suspicious_to_suspicious
LU683015149585932680,LU952015382342854363,PEER_3,PEER_2,846.1,2020-06-12,suspicious_to_suspicious
LU373015149585932680,LU802015382342854363,PEER_3,PEER_2,846.1,2020-06-12,suspicious_to_suspicious
LU983015132913425941,LU122015760604793679,PEER_3,PEER_2,523.19,2020-06-12,suspicious_to_suspicious
LU473015132913425941,LU952015760604793679,PEER_3,PEER_2,523.19,2020-06-12,suspicious_to_suspicious
LU473015132913425941,LU242015760604793679,PEER_3,PEER_2,523.19,2020-06-12,suspicious_to_suspicious
LU402015760604793679,LU213015132913425941,PEER_2,PEER_3,217.32,2020-06-12,suspicious_to_suspicious
LU702015760604793679,LU313015132913425941,PEER_2,PEER_3,217.32,2020-06-12,suspicious_to_suspicious
LU362015760604793679,LU103015132913425941,PEER_2,PEER_3,217.32,2020-06-12,suspicious_to_suspicious
LU732016401065784884,LU792016483666388610,PEER_2,PEER_2,143.31,2020-06-12,suspicious_to_suspicious
LU962016401065784884,LU142016483666388610,PEER_2,PEER_2,143.31,2020-06-12,suspicious_to_suspicious
LU123015149585932680,LU832015382342854363,PEER_3,PEER_2,745.66,2020-06-11,suspicious_to_suspicious
LU503015149585932680,LU852015382342854363,PEER_3,PEER_2,745.66,2020-06-11,suspicious_to_suspicious
LU533015149585932680,LU432015382342854363,PEER_3,PEER_2,745.66,2020-06-11,suspicious_to_suspicious
LU664014463490455502,LU883016193892485384,PEER_4,PEER_3,697.49,2020-06-11,suspicious_to_suspicious
LU404014463490455502,LU773016193892485384,PEER_4,PEER_3,697.49,2020-06-11,suspicious_to_suspicious
LU784014463490455502,LU783016193892485384,PEER_4,PEER_3,697.49,2020-06-11,suspicious_to_suspicious
LU752015382342854363,LU903015149585932680,PEER_2,PEER_3,362.48,2020-06-11,suspicious_to_suspicious
LU952015382342854363,LU193015149585932680,PEER_2,PEER_3,362.48,2020-06-11,suspicious_to_suspicious
LU612015382342854363,LU223015149585932680,PEER_2,PEER_3,362.48,2020-06-11,suspicious_to_suspicious
LU274014463490455502,LU943016193892485384,PEER_4,PEER_3,121.21,2020-06-11,suspicious_to_suspicious
LU624014463490455502,LU203016193892485384,PEER_4,PEER_3,121.21,2020-06-11,suspicious_to_suspicious
LU164014463490455502,LU283016193892485384,PEER_4,PEER_3,121.21,2020-06-11,suspicious_to_suspicious
LU153015423616027219,LU774014463490455502,PEER_3,PEER_4,2380.52,2020-06-17,suspicious_to_suspicious
LU793015423616027219,LU104014463490455502,PEER_3,PEER_4,2380.52,2020-06-17,suspicious_to_suspicious
LU863015423616027219,LU894014463490455502,PEER_3,PEER_4,2380.52,2020-06-17,suspicious_to_suspicious
LU793016201192262831,LU153016075746232416,PEER_3,PEER_3,2353.82,2020-06-17,suspicious_to_suspicious
LU603016201192262831,LU813016075746232416,PEER_3,PEER_3,2353.82,2020-06-17,suspicious_to_suspicious
LU453016201192262831,LU933016075746232416,PEER_3,PEER_3,1602.46,2020-06-17,suspicious_to_suspicious
LU993016201192262831,LU613016075746232416,PEER_3,PEER_3,1602.46,2020-06-17,suspicious_to_suspicious
LU543016201192262831,LU313016075746232416,PEER_3,PEER_3,1579.61,2020-06-17,suspicious_to_suspicious
LU933016201192262831,LU443016075746232416,PEER_3,PEER_3,1579.61,2020-06-17,suspicious_to_suspicious
LU161015428551697270,LU463016008788727765,PEER_1,PEER_3,605.13,2020-06-17,suspicious_to_suspicious
LU561015428551697270,LU323016008788727765,PEER_1,PEER_3,605.13,2020-06-17,suspicious_to_suspicious
LU591015428551697270,LU773016008788727765,PEER_1,PEER_3,605.13,2020-06-17,suspicious_to_suspicious
LU461015623440629458,LU933016219560747099,PEER_1,PEER_3,596.31,2020-06-17,suspicious_to_suspicious
LU781015623440629458,LU663016219560747099,PEER_1,PEER_3,596.31,2020-06-17,suspicious_to_suspicious
LU691015623440629458,LU413016219560747099,PEER_1,PEER_3,596.31,2020-06-17,suspicious_to_suspicious
LU393015423616027219,LU874014463490455502,PEER_3,PEER_4,586.69,2020-06-17,suspicious_to_suspicious
LU143015423616027219,LU624014463490455502,PEER_3,PEER_4,586.69,2020-06-17,suspicious_to_suspicious
LU443015423616027219,LU774014463490455502,PEER_3,PEER_4,586.69,2020-06-17,suspicious_to_suspicious
LU584014463490455502,LU673015423616027219,PEER_4,PEER_3,575.25,2020-06-17,suspicious_to_suspicious
LU944014463490455502,LU663015423616027219,PEER_4,PEER_3,575.25,2020-06-17,suspicious_to_suspicious
LU134014463490455502,LU243015423616027219,PEER_4,PEER_3,575.25,2020-06-17,suspicious_to_suspicious
LU233016075746232416,LU713016219560747099,PEER_3,PEER_3,470.66,2020-06-17,suspicious_to_suspicious
LU943016075746232416,LU163016219560747099,PEER_3,PEER_3,470.66,2020-06-17,suspicious_to_suspicious
LU641015623440629458,LU913016219560747099,PEER_1,PEER_3,439.17,2020-06-17,suspicious_to_suspicious
LU261015623440629458,LU713016219560747099,PEER_1,PEER_3,439.17,2020-06-17,suspicious_to_suspicious
LU981015623440629458,LU763016219560747099,PEER_1,PEER_3,439.17,2020-06-17,suspicious_to_suspicious
LU973016075746232416,LU723016219560747099,PEER_3,PEER_3,278.7,2020-06-17,suspicious_to_suspicious
LU623016075746232416,LU183016219560747099,PEER_3,PEER_3,278.7,2020-06-17,suspicious_to_suspicious
LU193016075746232416,LU773016219560747099,PEER_3,PEER_3,260.17,2020-06-17,suspicious_to_suspicious
LU963016075746232416,LU903016219560747099,PEER_3,PEER_3,260.17,2020-06-17,suspicious_to_suspicious
LU293016008788727765,LU861015428551697270,PEER_3,PEER_1,207.78,2020-06-17,suspicious_to_suspicious
LU903016008788727765,LU881015428551697270,PEER_3,PEER_1,207.78,2020-06-17,suspicious_to_suspicious
LU713016008788727765,LU591015428551697270,PEER_3,PEER_1,207.78,2020-06-17,suspicious_to_suspicious
LU893016201192262831,LU673016075746232416,PEER_3,PEER_3,130.83,2020-06-17,suspicious_to_suspicious
LU903016201192262831,LU683016075746232416,PEER_3,PEER_3,130.83,2020-06-17,suspicious_to_suspicious
LU421014895844804794,LU603016219560747099,PEER_1,PEER_3,121.43,2020-06-17,suspicious_to_suspicious
LU971014895844804794,LU203016219560747099,PEER_1,PEER_3,121.43,2020-06-17,suspicious_to_suspicious
LU761014895844804794,LU153016219560747099,PEER_1,PEER_3,121.43,2020-06-17,suspicious_to_suspicious
LU803016075746232416,LU903016201192262831,PEER_3,PEER_3,118.57,2020-06-17,suspicious_to_suspicious
LU483016075746232416,LU543016201192262831,PEER_3,PEER_3,118.57,2020-06-17,suspicious_to_suspicious
LU271015623440629458,LU473016219560747099,PEER_1,PEER_3,86.09,2020-06-17,suspicious_to_suspicious
LU281015623440629458,LU713016219560747099,PEER_1,PEER_3,86.09,2020-06-17,suspicious_to_suspicious
LU261015623440629458,LU973016219560747099,PEER_1,PEER_3,86.09,2020-06-17,suspicious_to_suspicious
LU403015930078472305,LU523016008788727765,PEER_3,PEER_3,61.74,2020-06-17,suspicious_to_suspicious
LU173015930078472305,LU843016008788727765,PEER_3,PEER_3,61.74,2020-06-17,suspicious_to_suspicious
LU553016008788727765,LU443015930078472305,PEER_3,PEER_3,56.76,2020-06-17,suspicious_to_suspicious
LU553016008788727765,LU593015930078472305,PEER_3,PEER_3,56.76,2020-06-17,suspicious_to_suspicious
LU143016219560747099,LU961015623440629458,PEER_3,PEER_1,49.55,2020-06-17,suspicious_to_suspicious
LU363016219560747099,LU601015623440629458,PEER_3,PEER_1,49.55,2020-06-17,suspicious_to_suspicious
LU993016219560747099,LU411015623440629458,PEER_3,PEER_1,49.55,2020-06-17,suspicious_to_suspicious
LU763016219560747099,LU321015623440629458,PEER_3,PEER_1,34.12,2020-06-17,suspicious_to_suspicious
LU393016219560747099,LU651015623440629458,PEER_3,PEER_1,34.12,2020-06-17,suspicious_to_suspicious
LU153016219560747099,LU531015623440629458,PEER_3,PEER_1,34.12,2020-06-17,suspicious_to_suspicious
LU323016201192262831,LU633016075746232416,PEER_3,PEER_3,25.18,2020-06-17,suspicious_to_suspicious
LU763016201192262831,LU593016075746232416,PEER_3,PEER_3,25.18,2020-06-17,suspicious_to_suspicious
LU783016219560747099,LU833016075746232416,PEER_3,PEER_3,1657.83,2020-06-16,suspicious_to_suspicious
LU193016219560747099,LU383016075746232416,PEER_3,PEER_3,1657.83,2020-06-16,suspicious_to_suspicious
LU503015930078472305,LU733016008788727765,PEER_3,PEER_3,880.86,2020-06-16,suspicious_to_suspicious
LU833015930078472305,LU333016008788727765,PEER_3,PEER_3,880.86,2020-06-16,suspicious_to_suspicious
LU414014463490455502,LU883015423616027219,PEER_4,PEER_3,597.25,2020-06-16,suspicious_to_suspicious
LU594014463490455502,LU353015423616027219,PEER_4,PEER_3,597.25,2020-06-16,suspicious_to_suspicious
LU134014463490455502,LU583015423616027219,PEER_4,PEER_3,597.25,2020-06-16,suspicious_to_suspicious
LU853015930078472305,LU333016008788727765,PEER_3,PEER_3,558.6,2020-06-16,suspicious_to_suspicious
LU583015930078472305,LU313016008788727765,PEER_3,PEER_3,558.6,2020-06-16,suspicious_to_suspicious
LU813016075746232416,LU473016201192262831,PEER_3,PEER_3,538.32,2020-06-16,suspicious_to_suspicious
LU223016075746232416,LU813016201192262831,PEER_3,PEER_3,538.32,2020-06-16,suspicious_to_suspicious
LU643016219560747099,LU381014895844804794,PEER_3,PEER_1,475.17,2020-06-16,suspicious_to_suspicious
LU503016219560747099,LU661014895844804794,PEER_3,PEER_1,475.17,2020-06-16,suspicious_to_suspicious
LU923016219560747099,LU741014895844804794,PEER_3,PEER_1,475.17,2020-06-16,suspicious_to_suspicious
LU793016008788727765,LU163015930078472305,PEER_3,PEER_3,440.56,2020-06-16,suspicious_to_suspicious
LU673016008788727765,LU573015930078472305,PEER_3,PEER_3,440.56,2020-06-16,suspicious_to_suspicious
LU533016219560747099,LU101014895844804794,PEER_3,PEER_1,330.95,2020-06-16,suspicious_to_suspicious
LU703016219560747099,LU471014895844804794,PEER_3,PEER_1,330.95,2020-06-16,suspicious_to_suspicious
LU203016219560747099,LU241014895844804794,PEER_3,PEER_1,330.95,2020-06-16,suspicious_to_suspicious
LU453015423616027219,LU224014463490455502,PEER_3,PEER_4,223.75,2020-06-16,suspicious_to_suspicious
LU653015423616027219,LU934014463490455502,PEER_3,PEER_4,223.75,2020-06-16,suspicious_to_suspicious
LU573015423616027219,LU304014463490455502,PEER_3,PEER_4,223.75,2020-06-16,suspicious_to_suspicious
LU914014463490455502,LU133015423616027219,PEER_4,PEER_3,146.83,2020-06-16,suspicious_to_suspicious
LU654014463490455502,LU383015423616027219,PEER_4,PEER_3,146.83,2020-06-16,suspicious_to_suspicious
LU454014463490455502,LU173015423616027219,PEER_4,PEER_3,146.83,2020-06-16,suspicious_to_suspicious
LU453016075746232416,LU783016219560747099,PEER_3,PEER_3,123.45,2020-06-16,suspicious_to_suspicious
LU793016075746232416,LU193016219560747099,PEER_3,PEER_3,123.45,2020-06-16,suspicious_to_suspicious
LU431015623440629458,LU683016219560747099,PEER_1,PEER_3,89.15,2020-06-16,suspicious_to_suspicious
LU401015623440629458,LU453016219560747099,PEER_1,PEER_3,89.15,2020-06-16,suspicious_to_suspicious
LU641015623440629458,LU323016219560747099,PEER_1,PEER_3,89.15,2020-06-16,suspicious_to_suspicious
LU444014463490455502,LU253015423616027219,PEER_4,PEER_3,86.83,2020-06-16,suspicious_to_suspicious
LU444014463490455502,LU543015423616027219,PEER_4,PEER_3,86.83,2020-06-16,suspicious_to_suspicious
LU354014463490455502,LU323015423616027219,PEER_4,PEER_3,86.83,2020-06-16,suspicious_to_suspicious
LU393016219560747099,LU521014895844804794,PEER_3,PEER_1,80.87,2020-06-16,suspicious_to_suspicious
LU703016219560747099,LU191014895844804794,PEER_3,PEER_1,80.87,2020-06-16,suspicious_to_suspicious
LU313016219560747099,LU981014895844804794,PEER_3,PEER_1,80.87,2020-06-16,suspicious_to_suspicious
LU371015623440629458,LU173016219560747099,PEER_1,PEER_3,33.41,2020-06-16,suspicious_to_suspicious
LU101015623440629458,LU713016219560747099,PEER_1,PEER_3,33.41,2020-06-16,suspicious_to_suspicious
LU931015623440629458,LU553016219560747099,PEER_1,PEER_3,33.41,2020-06-16,suspicious_to_suspicious
LU673016219560747099,LU571014895844804794,PEER_3,PEER_1,23.93,2020-06-16,suspicious_to_suspicious
LU453016219560747099,LU581014895844804794,PEER_3,PEER_1,23.93,2020-06-16,suspicious_to_suspicious
LU103016219560747099,LU671014895844804794,PEER_3,PEER_1,23.93,2020-06-16,suspicious_to_suspicious
LU943016075746232416,LU403016219560747099,PEER_3,PEER_3,16.59,2020-06-16,suspicious_to_suspicious
LU703016075746232416,LU963016219560747099,PEER_3,PEER_3,16.59,2020-06-16,suspicious_to_suspicious
LU781015623440629458,LU333016219560747099,PEER_1,PEER_3,4766.85,2020-06-15,suspicious_to_suspicious
LU871015623440629458,LU913016219560747099,PEER_1,PEER_3,4766.85,2020-06-15,suspicious_to_suspicious
LU471015623440629458,LU503016219560747099,PEER_1,PEER_3,4766.85,2020-06-15,suspicious_to_suspicious
LU853016075746232416,LU333016201192262831,PEER_3,PEER_3,3305.53,2020-06-15,suspicious_to_suspicious
LU483016075746232416,LU933016201192262831,PEER_3,PEER_3,3305.53,2020-06-15,suspicious_to_suspicious
LU951015623440629458,LU713016219560747099,PEER_1,PEER_3,1442.62,2020-06-15,suspicious_to_suspicious
LU151015623440629458,LU143016219560747099,PEER_1,PEER_3,1442.62,2020-06-15,suspicious_to_suspicious
LU221015623440629458,LU363016219560747099,PEER_1,PEER_3,1442.62,2020-06-15,suspicious_to_suspicious
LU254014463490455502,LU993015423616027219,PEER_4,PEER_3,1297.68,2020-06-15,suspicious_to_suspicious
LU374014463490455502,LU153015423616027219,PEER_4,PEER_3,1297.68,2020-06-15,suspicious_to_suspicious
LU534014463490455502,LU553015423616027219,PEER_4,PEER_3,1297.68,2020-06-15,suspicious_to_suspicious
LU723016008788727765,LU573015930078472305,PEER_3,PEER_3,792.11,2020-06-15,suspicious_to_suspicious
LU723016008788727765,LU323015930078472305,PEER_3,PEER_3,792.11,2020-06-15,suspicious_to_suspicious
LU273015930078472305,LU563016008788727765,PEER_3,PEER_3,644.64,2020-06-15,suspicious_to_suspicious
LU953015930078472305,LU733016008788727765,PEER_3,PEER_3,644.64,2020-06-15,suspicious_to_suspicious
LU133015423616027219,LU634014463490455502,PEER_3,PEER_4,455.32,2020-06-15,suspicious_to_suspicious
LU423015423616027219,LU154014463490455502,PEER_3,PEER_4,455.32,2020-06-15,suspicious_to_suspicious
LU263015423616027219,LU854014463490455502,PEER_3,PEER_4,455.32,2020-06-15,suspicious_to_suspicious
LU323016219560747099,LU653016075746232416,PEER_3,PEER_3,429.26,2020-06-15,suspicious_to_suspicious
LU303016219560747099,LU553016075746232416,PEER_3,PEER_3,429.26,2020-06-15,suspicious_to_suspicious
LU403016201192262831,LU713016075746232416,PEER_3,PEER_3,365.29,2020-06-15,suspicious_to_suspicious
LU853016201192262831,LU743016075746232416,PEER_3,PEER_3,365.29,2020-06-15,suspicious_to_suspicious
LU581014895844804794,LU303016219560747099,PEER_1,PEER_3,318.32,2020-06-15,suspicious_to_suspicious
LU291014895844804794,LU293016219560747099,PEER_1,PEER_3,318.32,2020-06-15,suspicious_to_suspicious
LU371014895844804794,LU263016219560747099,PEER_1,PEER_3,318.32,2020-06-15,suspicious_to_suspicious
LU943016219560747099,LU441014895844804794,PEER_3,PEER_1,301.96,2020-06-15,suspicious_to_suspicious
LU893016219560747099,LU521014895844804794,PEER_3,PEER_1,301.96,2020-06-15,suspicious_to_suspicious
LU103016219560747099,LU411014895844804794,PEER_3,PEER_1,301.96,2020-06-15,suspicious_to_suspicious
LU273015930078472305,LU493016008788727765,PEER_3,PEER_3,150.33,2020-06-15,suspicious_to_suspicious
LU973015930078472305,LU633016008788727765,PEER_3,PEER_3,150.33,2020-06-15,suspicious_to_suspicious
LU284014463490455502,LU643015423616027219,PEER_4,PEER_3,107.81,2020-06-15,suspicious_to_suspicious
LU914014463490455502,LU503015423616027219,PEER_4,PEER_3,107.81,2020-06-15,suspicious_to_suspicious
LU494014463490455502,LU383015423616027219,PEER_4,PEER_3,107.81,2020-06-15,suspicious_to_suspicious
LU443016075746232416,LU303016219560747099,PEER_3,PEER_3,82.44,2020-06-15,suspicious_to_suspicious
LU233016075746232416,LU613016219560747099,PEER_3,PEER_3,82.44,2020-06-15,suspicious_to_suspicious
LU173015423616027219,LU264014463490455502,PEER_3,PEER_4,34.62,2020-06-15,suspicious_to_suspicious
LU903015423616027219,LU434014463490455502,PEER_3,PEER_4,34.62,2020-06-15,suspicious_to_suspicious
LU573015423616027219,LU494014463490455502,PEER_3,PEER_4,34.62,2020-06-15,suspicious_to_suspicious
LU133016075746232416,LU883016219560747099,PEER_3,PEER_3,1719.1,2020-06-12,suspicious_to_suspicious
LU283016075746232416,LU973016219560747099,PEER_3,PEER_3,1719.1,2020-06-12,suspicious_to_suspicious
LU551015428551697270,LU713016008788727765,PEER_1,PEER_3,1621.28,2020-06-12,suspicious_to_suspicious
LU991015428551697270,LU133016008788727765,PEER_1,PEER_3,1621.28,2020-06-12,suspicious_to_suspicious
LU691015428551697270,LU293016008788727765,PEER_1,PEER_3,1621.28,2020-06-12,suspicious_to_suspicious
LU121014895844804794,LU243016219560747099,PEER_1,PEER_3,1505.37,2020-06-12,suspicious_to_suspicious
LU441014895844804794,LU313016219560747099,PEER_1,PEER_3,1505.37,2020-06-12,suspicious_to_suspicious
LU351014895844804794,LU683016219560747099,PEER_1,PEER_3,1505.37,2020-06-12,suspicious_to_suspicious
LU481014895844804794,LU643016219560747099,PEER_1,PEER_3,1482.67,2020-06-12,suspicious_to_suspicious
LU791014895844804794,LU123016219560747099,PEER_1,PEER_3,1482.67,2020-06-12,suspicious_to_suspicious
LU991014895844804794,LU563016219560747099,PEER_1,PEER_3,1482.67,2020-06-12,suspicious_to_suspicious
LU803016075746232416,LU173016219560747099,PEER_3,PEER_3,947.64,2020-06-12,suspicious_to_suspicious
LU643016075746232416,LU753016219560747099,PEER_3,PEER_3,947.64,2020-06-12,suspicious_to_suspicious
LU353015423616027219,LU274014463490455502,PEER_3,PEER_4,917.02,2020-06-12,suspicious_to_suspicious
LU683015423616027219,LU764014463490455502,PEER_3,PEER_4,917.02,2020-06-12,suspicious_to_suspicious
LU253015423616027219,LU674014463490455502,PEER_3,PEER_4,917.02,2020-06-12,suspicious_to_suspicious
LU383015423616027219,LU584014463490455502,PEER_3,PEER_4,421.36,2020-06-12,suspicious_to_suspicious
LU433015423616027219,LU794014463490455502,PEER_3,PEER_4,421.36,2020-06-12,suspicious_to_suspicious
LU323015423616027219,LU684014463490455502,PEER_3,PEER_4,421.36,2020-06-12,suspicious_to_suspicious
LU373016219560747099,LU551015623440629458,PEER_3,PEER_1,349.88,2020-06-12,suspicious_to_suspicious
LU153016219560747099,LU191015623440629458,PEER_3,PEER_1,349.88,2020-06-12,suspicious_to_suspicious
LU353016219560747099,LU391015623440629458,PEER_3,PEER_1,349.88,2020-06-12,suspicious_to_suspicious
LU363016201192262831,LU753016075746232416,PEER_3,PEER_3,336.63,2020-06-12,suspicious_to_suspicious
LU743016201192262831,LU503016075746232416,PEER_3,PEER_3,336.63,2020-06-12,suspicious_to_suspicious
LU603016075746232416,LU753016219560747099,PEER_3,PEER_3,279.41,2020-06-12,suspicious_to_suspicious
LU343016075746232416,LU243016219560747099,PEER_3,PEER_3,279.41,2020-06-12,suspicious_to_suspicious
LU723015423616027219,LU994014463490455502,PEER_3,PEER_4,237.4,2020-06-12,suspicious_to_suspicious
LU773015423616027219,LU684014463490455502,PEER_3,PEER_4,237.4,2020-06-12,suspicious_to_suspicious
LU673015423616027219,LU114014463490455502,PEER_3,PEER_4,237.4,2020-06-12,suspicious_to_suspicious
LU391015428551697270,LU533016008788727765,PEER_1,PEER_3,167.88,2020-06-12,suspicious_to_suspicious
LU961015428551697270,LU683016008788727765,PEER_1,PEER_3,167.88,2020-06-12,suspicious_to_suspicious
LU461015428551697270,LU363016008788727765,PEER_1,PEER_3,167.88,2020-06-12,suspicious_to_suspicious
LU951014895844804794,LU573016219560747099,PEER_1,PEER_3,139.45,2020-06-12,suspicious_to_suspicious
LU691014895844804794,LU863016219560747099,PEER_1,PEER_3,139.45,2020-06-12,suspicious_to_suspicious
LU371014895844804794,LU783016219560747099,PEER_1,PEER_3,139.45,2020-06-12,suspicious_to_suspicious
LU103016219560747099,LU953016075746232416,PEER_3,PEER_3,86.14,2020-06-12,suspicious_to_suspicious
LU173016219560747099,LU373016075746232416,PEER_3,PEER_3,86.14,2020-06-12,suspicious_to_suspicious
LU633016219560747099,LU671015623440629458,PEER_3,PEER_1,46.65,2020-06-12,suspicious_to_suspicious
LU363016219560747099,LU301015623440629458,PEER_3,PEER_1,46.65,2020-06-12,suspicious_to_suspicious
LU993016219560747099,LU861015623440629458,PEER_3,PEER_1,46.65,2020-06-12,suspicious_to_suspicious
LU113016008788727765,LU693015930078472305,PEER_3,PEER_3,4800.31,2020-06-11,suspicious_to_suspicious
LU783016008788727765,LU393015930078472305,PEER_3,PEER_3,4800.31,2020-06-11,suspicious_to_suspicious
LU623016008788727765,LU163015930078472305,PEER_3,PEER_3,629.24,2020-06-11,suspicious_to_suspicious
LU843016008788727765,LU983015930078472305,PEER_3,PEER_3,629.24,2020-06-11,suspicious_to_suspicious
LU403016075746232416,LU653016219560747099,PEER_3,PEER_3,424.85,2020-06-11,suspicious_to_suspicious
LU833016075746232416,LU153016219560747099,PEER_3,PEER_3,424.85,2020-06-11,suspicious_to_suspicious
LU623016201192262831,LU883016075746232416,PEER_3,PEER_3,412.17,2020-06-11,suspicious_to_suspicious
LU983016201192262831,LU143016075746232416,PEER_3,PEER_3,412.17,2020-06-11,suspicious_to_suspicious
LU303015930078472305,LU283016008788727765,PEER_3,PEER_3,400.76,2020-06-11,suspicious_to_suspicious
LU233015930078472305,LU623016008788727765,PEER_3,PEER_3,400.76,2020-06-11,suspicious_to_suspicious
LU393016075746232416,LU343016201192262831,PEER_3,PEER_3,384.52,2020-06-11,suspicious_to_suspicious
LU153016075746232416,LU803016201192262831,PEER_3,PEER_3,384.52,2020-06-11,suspicious_to_suspicious
LU963016219560747099,LU921014895844804794,PEER_3,PEER_1,72.06,2020-06-11,suspicious_to_suspicious
LU473016219560747099,LU221014895844804794,PEER_3,PEER_1,72.06,2020-06-11,suspicious_to_suspicious
LU323016219560747099,LU121014895844804794,PEER_3,PEER_1,72.06,2020-06-11,suspicious_to_suspicious
LU103016219560747099,LU851014895844804794,PEER_3,PEER_1,44.81,2020-06-11,suspicious_to_suspicious
LU813016219560747099,LU501014895844804794,PEER_3,PEER_1,44.81,2020-06-11,suspicious_to_suspicious
LU393016219560747099,LU501014895844804794,PEER_3,PEER_1,44.81,2020-06-11,suspicious_to_suspicious
LU663016219560747099,LU253016075746232416,PEER_3,PEER_3,15.2,2020-06-11,suspicious_to_suspicious
LU103016219560747099,LU913016075746232416,PEER_3,PEER_3,15.2,2020-06-11,suspicious_to_suspicious
LU443015132913425941,LU642015760604793679,PEER_3,PEER_2,2774.57,2020-06-17,suspicious_to_suspicious
LU763015132913425941,LU932015760604793679,PEER_3,PEER_2,2774.57,2020-06-17,suspicious_to_suspicious
LU893015132913425941,LU862015760604793679,PEER_3,PEER_2,2774.57,2020-06-17,suspicious_to_suspicious
LU922015607804432740,LU343016058037382297,PEER_2,PEER_3,704.75,2020-06-17,suspicious_to_suspicious
LU492015607804432740,LU253016058037382297,PEER_2,PEER_3,704.75,2020-06-17,suspicious_to_suspicious
LU462015607804432740,LU373016058037382297,PEER_2,PEER_3,704.75,2020-06-17,suspicious_to_suspicious
LU473015132913425941,LU752015760604793679,PEER_3,PEER_2,448.73,2020-06-17,suspicious_to_suspicious
LU303015132913425941,LU422015760604793679,PEER_3,PEER_2,448.73,2020-06-17,suspicious_to_suspicious
LU683015132913425941,LU992015760604793679,PEER_3,PEER_2,448.73,2020-06-17,suspicious_to_suspicious
LU791016085677591342,LU883016058037382297,PEER_1,PEER_3,407.23,2020-06-17,suspicious_to_suspicious
LU501016085677591342,LU463016058037382297,PEER_1,PEER_3,407.23,2020-06-17,suspicious_to_suspicious
LU161016085677591342,LU293016058037382297,PEER_1,PEER_3,407.23,2020-06-17,suspicious_to_suspicious
LU503016058037382297,LU941016085677591342,PEER_3,PEER_1,214.67,2020-06-17,suspicious_to_suspicious
LU923016058037382297,LU211016085677591342,PEER_3,PEER_1,214.67,2020-06-17,suspicious_to_suspicious
LU193016058037382297,LU991016085677591342,PEER_3,PEER_1,214.67,2020-06-17,suspicious_to_suspicious
LU463016058037382297,LU114015307018665949,PEER_3,PEER_4,204.42,2020-06-17,suspicious_to_suspicious
LU393016058037382297,LU984015307018665949,PEER_3,PEER_4,204.42,2020-06-17,suspicious_to_suspicious
LU873016058037382297,LU704015307018665949,PEER_3,PEER_4,204.42,2020-06-17,suspicious_to_suspicious
LU973015043056231553,LU253015193565287208,PEER_3,PEER_3,129.29,2020-06-17,suspicious_to_suspicious
LU373015043056231553,LU553015193565287208,PEER_3,PEER_3,129.29,2020-06-17,suspicious_to_suspicious
LU163015193565287208,LU983015043056231553,PEER_3,PEER_3,97.53,2020-06-17,suspicious_to_suspicious
LU983015193565287208,LU763015043056231553,PEER_3,PEER_3,97.53,2020-06-17,suspicious_to_suspicious
LU911016085677591342,LU233016058037382297,PEER_1,PEER_3,56.64,2020-06-17,suspicious_to_suspicious
LU641016085677591342,LU123016058037382297,PEER_1,PEER_3,56.64,2020-06-17,suspicious_to_suspicious
LU941016085677591342,LU803016058037382297,PEER_1,PEER_3,56.64,2020-06-17,suspicious_to_suspicious
LU753016058037382297,LU991016085677591342,PEER_3,PEER_1,56.18,2020-06-17,suspicious_to_suspicious
LU673016058037382297,LU891016085677591342,PEER_3,PEER_1,56.18,2020-06-17,suspicious_to_suspicious
LU863016058037382297,LU321016085677591342,PEER_3,PEER_1,56.18,2020-06-17,suspicious_to_suspicious
LU933015043056231553,LU563015193565287208,PEER_3,PEER_3,2304.53,2020-06-16,suspicious_to_suspicious
